V1	V2
Velvet.k55.Locus_15986_Transcript_11/14_Confidence_0.667_Length_4039	GO:0008374
Velvet.k55.Locus_16004_Transcript_5/9_Confidence_0.500_Length_968	unknown
Velvet.k55.Locus_16013_Transcript_16/25_Confidence_0.449_Length_3692	GO:0005044;GO:0016020
Velvet.k55.Locus_160388_Transcript_1/1_Confidence_1.000_Length_302	unknown
Velvet.k55.Locus_16038_Transcript_1/2_Confidence_0.800_Length_865	unknown
Velvet.k55.Locus_16042_Transcript_4/7_Confidence_0.667_Length_3079	unknown
Velvet.k55.Locus_160593_Transcript_1/1_Confidence_1.000_Length_360	unknown
Velvet.k55.Locus_16079_Transcript_2/11_Confidence_0.515_Length_2864	GO:0005515;GO:0051321
Velvet.k55.Locus_161068_Transcript_2/3_Confidence_0.400_Length_603	unknown
Velvet.k55.Locus_16114_Transcript_19/26_Confidence_0.513_Length_4112	GO:0016021
Velvet.k55.Locus_16114_Transcript_24/26_Confidence_0.461_Length_4112	GO:0016021
Velvet.k55.Locus_161223_Transcript_1/1_Confidence_1.000_Length_208	unknown
Velvet.k55.Locus_161345_Transcript_1/1_Confidence_1.000_Length_202	unknown
Velvet.k55.Locus_161676_Transcript_1/1_Confidence_1.000_Length_249	unknown
Velvet.k55.Locus_16181_Transcript_10/25_Confidence_1.000_Length_169	unknown
Velvet.k55.Locus_16192_Transcript_30/33_Confidence_0.563_Length_7219	GO:0035556
Velvet.k55.Locus_16214_Transcript_108/113_Confidence_0.078_Length_3171	GO:0005634;GO:0006364
Velvet.k55.Locus_162211_Transcript_3/3_Confidence_0.714_Length_666	unknown
Velvet.k55.Locus_16238_Transcript_8/16_Confidence_0.673_Length_6173	GO:0000139;GO:0005515;GO:0005789;GO:0008203;GO:0015485;GO:0032933
Velvet.k55.Locus_16241_Transcript_9/12_Confidence_0.660_Length_4729	GO:0016787
Velvet.k55.Locus_16250_Transcript_2/3_Confidence_0.905_Length_3333	GO:0005042;GO:0016021;GO:0038007
Velvet.k55.Locus_1628_Transcript_115/426_Confidence_1.000_Length_174	unknown
Velvet.k55.Locus_1628_Transcript_158/426_Confidence_1.000_Length_316	unknown
Velvet.k55.Locus_16310_Transcript_39/55_Confidence_1.000_Length_185	unknown
Velvet.k55.Locus_16317_Transcript_20/45_Confidence_1.000_Length_224	unknown
Velvet.k55.Locus_16359_Transcript_7/10_Confidence_0.500_Length_4301	GO:0005524;GO:0016020;GO:0016887
Velvet.k55.Locus_163868_Transcript_1/1_Confidence_1.000_Length_413	unknown
Velvet.k55.Locus_163970_Transcript_1/1_Confidence_1.000_Length_2242	GO:0044421
Velvet.k55.Locus_16463_Transcript_37/42_Confidence_0.496_Length_6758	unknown
Velvet.k55.Locus_16470_Transcript_19/26_Confidence_0.179_Length_2722	GO:0004553;GO:0005975
Velvet.k55.Locus_16502_Transcript_20/29_Confidence_0.449_Length_5421	GO:0016021;GO:0055085
Velvet.k55.Locus_16521_Transcript_28/33_Confidence_0.179_Length_4975	GO:0017174
Velvet.k55.Locus_16523_Transcript_3/10_Confidence_0.367_Length_559	GO:0016788
Velvet.k55.Locus_16524_Transcript_5/8_Confidence_0.400_Length_8449	unknown
Velvet.k55.Locus_16535_Transcript_38/41_Confidence_0.360_Length_5398	GO:0004930;GO:0007166;GO:0007186;GO:0016021
Velvet.k55.Locus_16540_Transcript_2/11_Confidence_0.438_Length_2064	unknown
Velvet.k55.Locus_165525_Transcript_1/1_Confidence_1.000_Length_194	unknown
Velvet.k55.Locus_16553_Transcript_38/45_Confidence_0.558_Length_4337	unknown
Velvet.k55.Locus_16617_Transcript_1/2_Confidence_0.800_Length_886	GO:0005515
Velvet.k55.Locus_166243_Transcript_1/1_Confidence_1.000_Length_204	unknown
Velvet.k55.Locus_166435_Transcript_1/2_Confidence_0.667_Length_407	unknown
Velvet.k55.Locus_1664_Transcript_194/199_Confidence_0.152_Length_10854	GO:0001522;GO:0003723;GO:0006396;GO:0009982
Velvet.k55.Locus_16670_Transcript_2/7_Confidence_0.562_Length_3782	unknown
Velvet.k55.Locus_16676_Transcript_4/13_Confidence_0.641_Length_5219	GO:0005515
Velvet.k55.Locus_16679_Transcript_18/31_Confidence_1.000_Length_213	unknown
Velvet.k55.Locus_167459_Transcript_1/1_Confidence_1.000_Length_320	unknown
Velvet.k55.Locus_16745_Transcript_20/27_Confidence_0.338_Length_3535	GO:0080019
Velvet.k55.Locus_16773_Transcript_4/11_Confidence_0.238_Length_1125	GO:0001516;GO:0004364;GO:0005739;GO:0006749;GO:0016021;GO:0050220;GO:0055114
Velvet.k55.Locus_167744_Transcript_1/1_Confidence_1.000_Length_202	unknown
Velvet.k55.Locus_16781_Transcript_29/36_Confidence_0.372_Length_7955	GO:0000775;GO:0003700;GO:0008270;GO:0030702;GO:0031048;GO:0031380
Velvet.k55.Locus_16781_Transcript_34/36_Confidence_0.372_Length_8796	GO:0000775;GO:0003700;GO:0008270;GO:0030702;GO:0031048;GO:0031380
Velvet.k55.Locus_1678_Transcript_11/20_Confidence_0.575_Length_4214	GO:0003735;GO:0005840;GO:0006412
Velvet.k55.Locus_16803_Transcript_1/9_Confidence_0.448_Length_3730	GO:0003700;GO:0006355;GO:0043565
Velvet.k55.Locus_16844_Transcript_1/1_Confidence_1.000_Length_380	unknown
Velvet.k55.Locus_16847_Transcript_17/25_Confidence_0.431_Length_7459	GO:0005515
Velvet.k55.Locus_168501_Transcript_1/1_Confidence_1.000_Length_359	unknown
Velvet.k55.Locus_16864_Transcript_30/33_Confidence_0.020_Length_693	GO:0000045;GO:0005737
Velvet.k55.Locus_168783_Transcript_1/1_Confidence_1.000_Length_530	unknown
Velvet.k55.Locus_16885_Transcript_24/29_Confidence_0.337_Length_4016	GO:0006915;GO:0016021
Velvet.k55.Locus_16914_Transcript_17/22_Confidence_0.516_Length_13845	GO:0005515
Velvet.k55.Locus_169257_Transcript_1/1_Confidence_1.000_Length_2746	GO:0006659
Velvet.k55.Locus_16927_Transcript_7/8_Confidence_0.577_Length_3402	unknown
Velvet.k55.Locus_16956_Transcript_1/1_Confidence_1.000_Length_426	unknown
Velvet.k55.Locus_169610_Transcript_1/1_Confidence_1.000_Length_174	unknown
Velvet.k55.Locus_16980_Transcript_2/2_Confidence_0.875_Length_623	unknown
Velvet.k55.Locus_17048_Transcript_9/17_Confidence_0.569_Length_7114	unknown
Velvet.k55.Locus_170590_Transcript_1/2_Confidence_0.833_Length_761	GO:0035198
Velvet.k55.Locus_17092_Transcript_1/1_Confidence_1.000_Length_600	GO:0005515
Velvet.k55.Locus_17095_Transcript_9/11_Confidence_0.044_Length_496	unknown
Velvet.k55.Locus_171061_Transcript_1/1_Confidence_1.000_Length_235	unknown
Velvet.k55.Locus_171307_Transcript_1/1_Confidence_1.000_Length_364	unknown
Velvet.k55.Locus_171608_Transcript_1/1_Confidence_1.000_Length_217	unknown
Velvet.k55.Locus_1718_Transcript_84/85_Confidence_0.147_Length_5699	GO:0005634
Velvet.k55.Locus_171978_Transcript_1/1_Confidence_1.000_Length_303	unknown
Velvet.k55.Locus_172467_Transcript_3/3_Confidence_0.263_Length_677	unknown
Velvet.k55.Locus_17259_Transcript_54/57_Confidence_0.232_Length_8192	GO:0005515;GO:0017154;GO:0071526
Velvet.k55.Locus_1728_Transcript_4/9_Confidence_0.680_Length_3151	GO:0051225;GO:0070652
Velvet.k55.Locus_173003_Transcript_1/2_Confidence_0.333_Length_428	unknown
Velvet.k55.Locus_17313_Transcript_24/29_Confidence_0.470_Length_8370	GO:0008152
Velvet.k55.Locus_17336_Transcript_2/10_Confidence_0.630_Length_6668	GO:0003723
Velvet.k55.Locus_17352_Transcript_17/20_Confidence_0.099_Length_1871	unknown
Velvet.k55.Locus_1738_Transcript_108/110_Confidence_0.082_Length_13525	GO:0006914
Velvet.k55.Locus_17391_Transcript_12/21_Confidence_0.432_Length_3163	GO:0016021
Velvet.k55.Locus_17414_Transcript_86/91_Confidence_0.414_Length_10937	GO:0004725;GO:0005515;GO:0006470
Velvet.k55.Locus_174150_Transcript_1/1_Confidence_1.000_Length_236	unknown
Velvet.k55.Locus_17435_Transcript_60/61_Confidence_0.486_Length_8009	unknown
Velvet.k55.Locus_17465_Transcript_4/10_Confidence_0.419_Length_3252	unknown
Velvet.k55.Locus_17468_Transcript_55/56_Confidence_0.126_Length_2495	unknown
Velvet.k55.Locus_17502_Transcript_26/26_Confidence_0.428_Length_2724	GO:0008519;GO:0016020;GO:0072488
Velvet.k55.Locus_17517_Transcript_9/16_Confidence_0.388_Length_1914	GO:0003735;GO:0005840;GO:0006412
Velvet.k55.Locus_17531_Transcript_16/19_Confidence_0.277_Length_2834	GO:0016620;GO:0055114
Velvet.k55.Locus_17543_Transcript_24/25_Confidence_0.631_Length_9090	GO:0005515
Velvet.k55.Locus_17552_Transcript_10/15_Confidence_0.636_Length_7375	GO:0006508;GO:0008237;GO:0008270
Velvet.k55.Locus_175774_Transcript_1/1_Confidence_1.000_Length_221	unknown
Velvet.k55.Locus_176214_Transcript_5/10_Confidence_0.325_Length_2668	GO:0004518;GO:0006281;GO:0008270
Velvet.k55.Locus_17630_Transcript_2/8_Confidence_0.278_Length_763	unknown
Velvet.k55.Locus_17633_Transcript_10/18_Confidence_0.185_Length_437	unknown
Velvet.k55.Locus_17633_Transcript_11/18_Confidence_0.574_Length_4049	GO:0005515
Velvet.k55.Locus_17663_Transcript_2/7_Confidence_0.429_Length_9241	GO:0003774;GO:0005096;GO:0005515;GO:0005524;GO:0016459;GO:0035556;GO:0043547
Velvet.k55.Locus_17680_Transcript_1/3_Confidence_0.429_Length_2067	GO:0004842
Velvet.k55.Locus_17682_Transcript_10/18_Confidence_0.471_Length_1616	unknown
Velvet.k55.Locus_1769_Transcript_6/9_Confidence_0.652_Length_2809	GO:0005509
Velvet.k55.Locus_17762_Transcript_1/7_Confidence_0.667_Length_2384	GO:0008146;GO:0016021;GO:0016051
Velvet.k55.Locus_177701_Transcript_2/2_Confidence_0.750_Length_1971	GO:0004672;GO:0005515;GO:0005524;GO:0006468
Velvet.k55.Locus_17771_Transcript_4/11_Confidence_0.281_Length_757	unknown
Velvet.k55.Locus_177910_Transcript_1/1_Confidence_1.000_Length_311	unknown
Velvet.k55.Locus_17817_Transcript_1/31_Confidence_1.000_Length_252	unknown
Velvet.k55.Locus_178489_Transcript_1/1_Confidence_1.000_Length_199	unknown
Velvet.k55.Locus_17859_Transcript_5/10_Confidence_0.300_Length_1057	unknown
Velvet.k55.Locus_17869_Transcript_14/14_Confidence_0.405_Length_5699	GO:0005515;GO:0007165;GO:0008289
Velvet.k55.Locus_178806_Transcript_1/1_Confidence_1.000_Length_219	unknown
Velvet.k55.Locus_17883_Transcript_80/80_Confidence_0.226_Length_5915	unknown
Velvet.k55.Locus_178970_Transcript_1/1_Confidence_1.000_Length_276	unknown
Velvet.k55.Locus_178983_Transcript_1/1_Confidence_1.000_Length_246	unknown
Velvet.k55.Locus_17904_Transcript_1/3_Confidence_0.714_Length_807	unknown
Velvet.k55.Locus_17905_Transcript_9/14_Confidence_0.611_Length_8280	GO:0000055;GO:0000056;GO:0005515;GO:0016973;GO:0017056;GO:0044614
Velvet.k55.Locus_1794_Transcript_4/11_Confidence_0.207_Length_704	GO:0003735;GO:0005840;GO:0006412
Velvet.k55.Locus_17950_Transcript_44/45_Confidence_0.549_Length_10593	GO:0005515
Velvet.k55.Locus_179600_Transcript_1/1_Confidence_1.000_Length_274	unknown
Velvet.k55.Locus_180522_Transcript_1/1_Confidence_1.000_Length_164	unknown
Velvet.k55.Locus_1813_Transcript_86/92_Confidence_0.307_Length_4849	unknown
Velvet.k55.Locus_1816_Transcript_23/28_Confidence_0.024_Length_463	unknown
Velvet.k55.Locus_18176_Transcript_11/20_Confidence_0.435_Length_2425	GO:0005515;GO:0007165
Velvet.k55.Locus_18176_Transcript_15/20_Confidence_0.362_Length_2432	GO:0005515;GO:0007165
Velvet.k55.Locus_1817_Transcript_113/121_Confidence_0.065_Length_3634	GO:0046475;GO:0047389;GO:2001070
Velvet.k55.Locus_1817_Transcript_91/121_Confidence_1.000_Length_342	unknown
Velvet.k55.Locus_18195_Transcript_4/6_Confidence_0.562_Length_744	unknown
Velvet.k55.Locus_18244_Transcript_19/26_Confidence_0.256_Length_4477	unknown
Velvet.k55.Locus_18281_Transcript_1/1_Confidence_1.000_Length_336	unknown
Velvet.k55.Locus_1831_Transcript_253/262_Confidence_0.063_Length_4067	unknown
Velvet.k55.Locus_183202_Transcript_1/1_Confidence_1.000_Length_322	unknown
Velvet.k55.Locus_18355_Transcript_18/20_Confidence_0.316_Length_6552	unknown
Velvet.k55.Locus_1836_Transcript_25/31_Confidence_0.373_Length_6073	GO:0005515
Velvet.k55.Locus_1838_Transcript_16/24_Confidence_0.595_Length_13455	GO:0005515
Velvet.k55.Locus_18419_Transcript_29/35_Confidence_0.400_Length_4606	GO:0016021;GO:0055085
Velvet.k55.Locus_1841_Transcript_20/26_Confidence_0.580_Length_5080	unknown
Velvet.k55.Locus_184608_Transcript_1/1_Confidence_1.000_Length_322	unknown
Velvet.k55.Locus_18490_Transcript_7/8_Confidence_0.269_Length_1683	unknown
Velvet.k55.Locus_18493_Transcript_9/17_Confidence_0.617_Length_5537	GO:0001078
Velvet.k55.Locus_18503_Transcript_2/6_Confidence_0.357_Length_596	unknown
Velvet.k55.Locus_185118_Transcript_1/1_Confidence_1.000_Length_255	unknown
Velvet.k55.Locus_18512_Transcript_15/16_Confidence_0.382_Length_5388	unknown
Velvet.k55.Locus_18529_Transcript_3/8_Confidence_0.276_Length_1442	GO:0006508;GO:0008234
Velvet.k55.Locus_185846_Transcript_1/1_Confidence_1.000_Length_303	unknown
Velvet.k55.Locus_18584_Transcript_4/4_Confidence_0.643_Length_2385	GO:0005044;GO:0016020
Velvet.k55.Locus_185876_Transcript_2/2_Confidence_0.714_Length_280	unknown
Velvet.k55.Locus_18597_Transcript_1/7_Confidence_0.353_Length_4306	unknown
Velvet.k55.Locus_18669_Transcript_9/10_Confidence_0.630_Length_3127	GO:0003676
Velvet.k55.Locus_186817_Transcript_1/1_Confidence_1.000_Length_193	unknown
Velvet.k55.Locus_18681_Transcript_4/10_Confidence_0.146_Length_686	unknown
Velvet.k55.Locus_18685_Transcript_9/10_Confidence_0.641_Length_4544	GO:0004672;GO:0005524;GO:0006468
Velvet.k55.Locus_18696_Transcript_12/15_Confidence_0.316_Length_3273	GO:0003333;GO:0015171
Velvet.k55.Locus_187245_Transcript_2/2_Confidence_0.950_Length_746	GO:0004725;GO:0005509;GO:0016021;GO:0035335
Velvet.k55.Locus_18745_Transcript_1/1_Confidence_1.000_Length_769	unknown
Velvet.k55.Locus_18810_Transcript_20/28_Confidence_0.378_Length_2798	GO:0016758
Velvet.k55.Locus_18810_Transcript_25/28_Confidence_0.341_Length_2798	GO:0016758
Velvet.k55.Locus_18836_Transcript_2/9_Confidence_0.690_Length_8291	GO:0004222;GO:0005515;GO:0006508
Velvet.k55.Locus_188394_Transcript_2/2_Confidence_0.667_Length_263	unknown
Velvet.k55.Locus_1886_Transcript_24/28_Confidence_0.495_Length_5304	GO:0006891;GO:0017119
Velvet.k55.Locus_18882_Transcript_18/27_Confidence_0.528_Length_8243	GO:0005515
Velvet.k55.Locus_18948_Transcript_4/13_Confidence_0.283_Length_2896	GO:0003677
Velvet.k55.Locus_1895_Transcript_156/162_Confidence_0.167_Length_8533	unknown
Velvet.k55.Locus_18980_Transcript_12/15_Confidence_0.508_Length_9847	GO:0003676;GO:0005515
Velvet.k55.Locus_1898_Transcript_126/130_Confidence_0.050_Length_2822	unknown
Velvet.k55.Locus_1900_Transcript_40/49_Confidence_0.196_Length_2966	GO:0005515
Velvet.k55.Locus_1900_Transcript_47/49_Confidence_0.207_Length_4913	GO:0005515
Velvet.k55.Locus_19010_Transcript_11/20_Confidence_0.381_Length_2004	GO:0004298;GO:0006511;GO:0019773
Velvet.k55.Locus_190281_Transcript_3/3_Confidence_0.600_Length_480	unknown
Velvet.k55.Locus_190283_Transcript_1/2_Confidence_0.667_Length_981	GO:0005515;GO:0005829
Velvet.k55.Locus_1904_Transcript_88/89_Confidence_0.144_Length_7096	GO:0016491;GO:0055114
Velvet.k55.Locus_19059_Transcript_5/14_Confidence_0.156_Length_1105	GO:0005515;GO:0009987;GO:0046872
Velvet.k55.Locus_1906_Transcript_23/27_Confidence_0.214_Length_2810	GO:0005509;GO:0005515
Velvet.k55.Locus_19083_Transcript_11/17_Confidence_0.270_Length_2833	GO:0005515
Velvet.k55.Locus_1909_Transcript_95/99_Confidence_0.183_Length_5638	unknown
Velvet.k55.Locus_1912_Transcript_3/11_Confidence_0.081_Length_321	unknown
Velvet.k55.Locus_19134_Transcript_10/13_Confidence_0.603_Length_6529	GO:0030374
Velvet.k55.Locus_191376_Transcript_4/4_Confidence_0.667_Length_522	unknown
Velvet.k55.Locus_191379_Transcript_1/1_Confidence_1.000_Length_415	unknown
Velvet.k55.Locus_191827_Transcript_2/2_Confidence_0.857_Length_282	unknown
Velvet.k55.Locus_191833_Transcript_1/1_Confidence_1.000_Length_307	unknown
Velvet.k55.Locus_19187_Transcript_10/12_Confidence_0.605_Length_3783	GO:0003677;GO:0005524;GO:0006270
Velvet.k55.Locus_192184_Transcript_1/2_Confidence_1.000_Length_415	unknown
Velvet.k55.Locus_192241_Transcript_1/1_Confidence_1.000_Length_158	unknown
Velvet.k55.Locus_19228_Transcript_1/8_Confidence_0.640_Length_2927	GO:0016021;GO:0055085
Velvet.k55.Locus_192457_Transcript_1/1_Confidence_1.000_Length_250	unknown
Velvet.k55.Locus_192620_Transcript_1/1_Confidence_1.000_Length_313	unknown
Velvet.k55.Locus_19289_Transcript_5/10_Confidence_0.611_Length_2664	GO:0005524;GO:0009116;GO:0016301
Velvet.k55.Locus_19290_Transcript_12/74_Confidence_1.000_Length_180	unknown
Velvet.k55.Locus_19292_Transcript_4/4_Confidence_0.722_Length_501	unknown
Velvet.k55.Locus_19294_Transcript_46/48_Confidence_0.291_Length_4517	GO:0005515;GO:0007165
Velvet.k55.Locus_19296_Transcript_13/13_Confidence_0.500_Length_2659	GO:0016301;GO:0016798
Velvet.k55.Locus_1933_Transcript_187/194_Confidence_0.015_Length_1676	unknown
Velvet.k55.Locus_19380_Transcript_9/22_Confidence_1.000_Length_267	unknown
Velvet.k55.Locus_194077_Transcript_1/1_Confidence_1.000_Length_338	unknown
Velvet.k55.Locus_194973_Transcript_1/1_Confidence_1.000_Length_259	unknown
Velvet.k55.Locus_195561_Transcript_1/1_Confidence_1.000_Length_220	unknown
Velvet.k55.Locus_19559_Transcript_4/11_Confidence_0.183_Length_566	unknown
Velvet.k55.Locus_19598_Transcript_7/12_Confidence_0.426_Length_1865	GO:0006886;GO:0016192;GO:0030131
Velvet.k55.Locus_1962_Transcript_218/225_Confidence_0.182_Length_11839	unknown
Velvet.k55.Locus_196949_Transcript_1/1_Confidence_1.000_Length_217	unknown
Velvet.k55.Locus_19698_Transcript_7/37_Confidence_1.000_Length_156	unknown
Velvet.k55.Locus_197072_Transcript_1/1_Confidence_1.000_Length_202	unknown
Velvet.k55.Locus_19736_Transcript_11/22_Confidence_1.000_Length_250	unknown
Velvet.k55.Locus_19785_Transcript_39/41_Confidence_0.511_Length_8528	unknown
Velvet.k55.Locus_19809_Transcript_22/31_Confidence_0.559_Length_3840	GO:0005515
Velvet.k55.Locus_19820_Transcript_167/174_Confidence_0.067_Length_2322	GO:0003676
Velvet.k55.Locus_19867_Transcript_30/37_Confidence_0.423_Length_9556	GO:0016020
Velvet.k55.Locus_19868_Transcript_2/11_Confidence_0.585_Length_4147	GO:0006364
Velvet.k55.Locus_198704_Transcript_1/1_Confidence_1.000_Length_163	unknown
Velvet.k55.Locus_199229_Transcript_1/1_Confidence_1.000_Length_177	unknown
Velvet.k55.Locus_1993_Transcript_84/88_Confidence_0.141_Length_2042	GO:0001733;GO:0005794;GO:0009247;GO:0016021
Velvet.k55.Locus_19946_Transcript_4/7_Confidence_0.533_Length_3115	GO:0005381;GO:0016021;GO:0034755
Velvet.k55.Locus_1995_Transcript_928/934_Confidence_0.005_Length_3017	GO:0003676
Velvet.k55.Locus_1995_Transcript_931/934_Confidence_0.014_Length_5497	GO:0003676
Velvet.k55.Locus_2000_Transcript_54/60_Confidence_0.151_Length_4079	GO:0004553;GO:0005975;GO:0030247
Velvet.k55.Locus_20018_Transcript_1/1_Confidence_1.000_Length_623	unknown
Velvet.k55.Locus_2005_Transcript_25/33_Confidence_0.574_Length_8066	GO:0003777;GO:0005524;GO:0007018;GO:0008017
Velvet.k55.Locus_200778_Transcript_1/1_Confidence_1.000_Length_354	unknown
Velvet.k55.Locus_20094_Transcript_2/3_Confidence_0.500_Length_454	unknown
Velvet.k55.Locus_20095_Transcript_27/34_Confidence_0.324_Length_3706	GO:0005515
Velvet.k55.Locus_20138_Transcript_1/1_Confidence_1.000_Length_752	unknown
Velvet.k55.Locus_20156_Transcript_4/5_Confidence_0.571_Length_641	unknown
Velvet.k55.Locus_20210_Transcript_31/40_Confidence_0.457_Length_7387	unknown
Velvet.k55.Locus_20210_Transcript_34/40_Confidence_0.338_Length_5758	GO:0005515
Velvet.k55.Locus_202232_Transcript_1/2_Confidence_0.273_Length_320	unknown
Velvet.k55.Locus_20223_Transcript_6/7_Confidence_0.320_Length_2606	unknown
Velvet.k55.Locus_20226_Transcript_4/9_Confidence_0.317_Length_751	unknown
Velvet.k55.Locus_2029_Transcript_10/17_Confidence_0.586_Length_4839	GO:0005515;GO:0005794;GO:0043004
Velvet.k55.Locus_2030_Transcript_116/117_Confidence_0.101_Length_4681	unknown
Velvet.k55.Locus_20334_Transcript_1/8_Confidence_0.091_Length_478	unknown
Velvet.k55.Locus_20334_Transcript_3/8_Confidence_0.318_Length_632	unknown
Velvet.k55.Locus_203468_Transcript_1/1_Confidence_1.000_Length_573	unknown
Velvet.k55.Locus_20363_Transcript_13/15_Confidence_0.656_Length_8714	GO:0008270;GO:0016579;GO:0036459
Velvet.k55.Locus_204220_Transcript_1/1_Confidence_1.000_Length_180	unknown
Velvet.k55.Locus_20423_Transcript_25/28_Confidence_0.207_Length_3818	GO:0005515;GO:0016567;GO:0031463
Velvet.k55.Locus_20440_Transcript_3/4_Confidence_0.556_Length_1602	unknown
Velvet.k55.Locus_20524_Transcript_10/16_Confidence_0.655_Length_4483	GO:0003700;GO:0005515;GO:0005634;GO:0006355;GO:0008270
Velvet.k55.Locus_205379_Transcript_3/5_Confidence_0.538_Length_1785	GO:0005515
Velvet.k55.Locus_2053_Transcript_6/10_Confidence_0.609_Length_5592	GO:0003700;GO:0005634;GO:0006355;GO:0043565
Velvet.k55.Locus_20586_Transcript_1/2_Confidence_0.667_Length_1361	unknown
Velvet.k55.Locus_206084_Transcript_1/1_Confidence_1.000_Length_272	unknown
Velvet.k55.Locus_20637_Transcript_4/19_Confidence_1.000_Length_184	unknown
Velvet.k55.Locus_20657_Transcript_1/3_Confidence_0.714_Length_3118	GO:0004672;GO:0005524;GO:0006468
Velvet.k55.Locus_20662_Transcript_2/10_Confidence_0.444_Length_2946	GO:0005515;GO:0016787;GO:0046872
Velvet.k55.Locus_20693_Transcript_10/11_Confidence_0.438_Length_4890	GO:0005515;GO:0007165
Velvet.k55.Locus_20727_Transcript_1/3_Confidence_0.667_Length_1285	GO:0009143;GO:0047429
Velvet.k55.Locus_20734_Transcript_1/2_Confidence_0.750_Length_1001	unknown
Velvet.k55.Locus_20757_Transcript_11/18_Confidence_0.255_Length_1773	GO:0016021
Velvet.k55.Locus_20787_Transcript_16/25_Confidence_0.307_Length_4373	GO:0004222;GO:0006508
Velvet.k55.Locus_20811_Transcript_14/18_Confidence_0.281_Length_2340	GO:0003676
Velvet.k55.Locus_20828_Transcript_11/17_Confidence_0.389_Length_3313	unknown
Velvet.k55.Locus_208679_Transcript_2/2_Confidence_0.750_Length_516	unknown
Velvet.k55.Locus_20867_Transcript_3/4_Confidence_0.700_Length_2866	GO:0055114
Velvet.k55.Locus_2086_Transcript_13/22_Confidence_0.435_Length_5188	unknown
Velvet.k55.Locus_20887_Transcript_1/3_Confidence_0.714_Length_2265	unknown
Velvet.k55.Locus_2089_Transcript_338/343_Confidence_0.006_Length_2132	unknown
Velvet.k55.Locus_2089_Transcript_37/343_Confidence_1.000_Length_169	unknown
Velvet.k55.Locus_20900_Transcript_1/7_Confidence_0.375_Length_734	unknown
Velvet.k55.Locus_209174_Transcript_1/1_Confidence_1.000_Length_384	unknown
Velvet.k55.Locus_20919_Transcript_52/53_Confidence_0.333_Length_6864	GO:0005509
Velvet.k55.Locus_20963_Transcript_7/12_Confidence_0.735_Length_5081	GO:0003676;GO:0005634;GO:0006355;GO:0008270
Velvet.k55.Locus_20974_Transcript_28/36_Confidence_0.500_Length_8670	GO:0004252;GO:0005515;GO:0006508;GO:0016020
Velvet.k55.Locus_209951_Transcript_1/1_Confidence_1.000_Length_242	unknown
Velvet.k55.Locus_21004_Transcript_2/4_Confidence_0.700_Length_597	unknown
Velvet.k55.Locus_21022_Transcript_1/2_Confidence_0.750_Length_862	unknown
Velvet.k55.Locus_21094_Transcript_13/19_Confidence_0.574_Length_6972	GO:0003676;GO:0015074
Velvet.k55.Locus_21111_Transcript_2/9_Confidence_0.583_Length_1811	unknown
Velvet.k55.Locus_21125_Transcript_10/15_Confidence_0.608_Length_4963	GO:0004672;GO:0005524;GO:0006468
Velvet.k55.Locus_21137_Transcript_11/15_Confidence_0.609_Length_4023	GO:0000030;GO:0030176
Velvet.k55.Locus_21175_Transcript_5/10_Confidence_0.656_Length_7566	GO:0000724
Velvet.k55.Locus_21188_Transcript_7/8_Confidence_0.389_Length_4471	GO:0005089;GO:0035023
Velvet.k55.Locus_211967_Transcript_2/3_Confidence_0.778_Length_451	unknown
Velvet.k55.Locus_21224_Transcript_6/10_Confidence_0.548_Length_8739	GO:0035368
Velvet.k55.Locus_21227_Transcript_4/10_Confidence_0.767_Length_8776	GO:0005515
Velvet.k55.Locus_21287_Transcript_21/28_Confidence_0.604_Length_6248	GO:0003924;GO:0005525
Velvet.k55.Locus_2128_Transcript_31/39_Confidence_0.371_Length_11635	GO:0000226;GO:0015630;GO:0022402;GO:0044430
Velvet.k55.Locus_212992_Transcript_1/1_Confidence_1.000_Length_295	unknown
Velvet.k55.Locus_21304_Transcript_3/6_Confidence_0.808_Length_2826	unknown
Velvet.k55.Locus_2130_Transcript_160/162_Confidence_0.187_Length_12524	unknown
Velvet.k55.Locus_21339_Transcript_4/11_Confidence_0.364_Length_3268	unknown
Velvet.k55.Locus_214097_Transcript_1/1_Confidence_1.000_Length_338	unknown
Velvet.k55.Locus_21438_Transcript_16/16_Confidence_0.500_Length_1305	GO:0006807
Velvet.k55.Locus_214452_Transcript_1/1_Confidence_1.000_Length_325	unknown
Velvet.k55.Locus_21454_Transcript_41/47_Confidence_0.309_Length_5000	GO:0005044;GO:0016020
Velvet.k55.Locus_21462_Transcript_1/1_Confidence_1.000_Length_189	unknown
Velvet.k55.Locus_21540_Transcript_3/4_Confidence_0.308_Length_713	unknown
Velvet.k55.Locus_21550_Transcript_5/13_Confidence_0.545_Length_6918	GO:0007165
Velvet.k55.Locus_21598_Transcript_1/1_Confidence_1.000_Length_402	unknown
Velvet.k55.Locus_21607_Transcript_13/13_Confidence_0.452_Length_3734	GO:0003676
Velvet.k55.Locus_21623_Transcript_2/3_Confidence_0.182_Length_785	unknown
Velvet.k55.Locus_21691_Transcript_10/18_Confidence_0.257_Length_2690	unknown
Velvet.k55.Locus_21691_Transcript_9/18_Confidence_0.351_Length_4092	unknown
